time,gt_x,gt_y,gt_theta
1747602215.8320081,3.0000000739559303,-0.7802724821238356,1.5707969202830838
1747602215.9679728,3.000000073470126,-0.7802724939180944,1.5707957080211519
1747602215.968045,3.0000000740088617,-0.7802724819362096,1.5707969204908878
1747602215.9681115,3.0000000735230574,-0.7802724937304684,1.570795708228956
1747602215.9685695,3.000000074061793,-0.7802724817485835,1.5707969206986914
1747602215.9686334,3.0000000735759893,-0.7802724935428421,1.5707957084367599
1747602215.9744375,3.000000074114725,-0.7802724815609573,1.5707969209064956
1747602215.9802864,3.0000000736289207,-0.7802724933552162,1.5707957086445639
1747602215.9804225,3.0000000741676565,-0.7802724813733314,1.5707969211142996
1747602215.9805186,3.000000073681852,-0.7802724931675902,1.5707957088523685
1747602215.9805896,3.000000074220588,-0.7802724811857051,1.5707969213221038
1747602215.980656,3.0000000737347836,-0.780272492979964,1.5707957090601727
1747602215.9807243,3.0000000742735193,-0.7802724809980793,1.5707969215299082
1747602215.9807892,3.000000073787716,-0.7802724927923382,1.5707957092679767
1747602215.9808764,3.000000074326452,-0.7802724808104536,1.570796921737712
1747602215.9809425,3.0000000738406487,-0.7802724926047122,1.5707957094757805
1747602215.981032,3.000000074379385,-0.7802724806228277,1.5707969219455162
1747602215.9822555,3.0000000738935815,-0.7802724924170864,1.5707957096835852
1747602216.0027025,3.0000000744323176,-0.7802724804352016,1.5707969221533205
1747602216.0028229,3.0000000739465142,-0.7802724922294606,1.5707957098913892
1747602216.002883,3.000000074485251,-0.7802724802475759,1.5707969223611244
1747602216.0033724,3.0000000739994475,-0.7802724920418347,1.5707957100991934
1747602216.0034294,3.0000000745381836,-0.7802724800599499,1.570796922568928
1747602216.0038674,3.0000000740523802,-0.7802724918542085,1.5707957103069976
1747602216.0039349,3.0000000745911164,-0.7802724798723238,1.5707969227767327
1747602216.0477178,3.000000074105313,-0.7802724916665827,1.5707957105148016
1747602216.047835,3.000000074644049,-0.780272479684698,1.5707969229845367
1747602216.0479345,3.000000074158246,-0.7802724914789566,1.5707957107226056
1747602216.048016,3.0000000746969824,-0.7802724794970719,1.5707969231923409
1747602216.0515714,3.000000074211179,-0.7802724912913306,1.57079571093041
1747602216.06191,3.000000074749915,-0.780272479309446,1.5707969234001444
1747602216.0993915,3.0000000742641117,-0.7802724911037047,1.5707957111382138
1747602216.0994592,3.000000074802848,-0.7802724791218197,1.5707969236079486
1747602216.0995152,3.0000000743170445,-0.7802724909160784,1.5707957113460183
1747602216.0995736,3.0000000748557807,-0.7802724789341939,1.5707969238157522
1747602216.1088567,3.0000000743699777,-0.7802724907284526,1.5707957115538222
1747602216.1270874,3.0000000749087135,-0.7802724787465681,1.5707969240235569
1747602216.159045,3.0000000744229096,-0.7802724905408268,1.5707957117616258
